,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Digital,,,,,,,,,,
,Charge Status,Battery Voltage,Battery Charge Current,System Current (Average),Battery Temperature,Input Voltage,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,Digital,,,,,,,,,,
Date/Time,Raw,Volts (V),Amps (A),Amps (A),Celsius (°C),Volts (V),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Raw,,,,,,,,,,
25/11/21 18:20:11,Power down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2022 0:28,0,12.99,-0.003,0.022,28.8,0,0.164,1.44,1.57,0.065,0.071,0.013,0.024,46.985,38.838,29.352,29.863,0.087,1.01,0.08,0.045,0.004,0.003,-0.081,50.974,46.574,29.417,30.155,0.13,0.67,0.49,0.03,0.022,0.019,-0.007,53.33,44.551,22.642,23.064,-0.139,-0.47,-2.21,-0.022,-0.101,-0.033,-0.156,44.47,48.26,30.22,30.796,-1004600,,,,,,,,,,
12/6/2022 0:43,0,12.99,-0.002,0.021,28.8,0,0.168,1.44,1.65,0.065,0.074,0.011,0.024,48.092,39.27,29.111,29.63,0.075,0.87,0.08,0.039,0.004,-0.003,-0.077,50.569,46.064,29.212,29.949,0.071,0.3,0.33,0.014,0.015,0.003,-0.01,51.412,44.853,22.482,22.955,-0.208,-1.43,-2.48,-0.066,-0.113,-0.061,-0.165,45.095,48.313,29.954,30.55,-1004600,,,,,,,,,,
12/6/2022 0:58,0,12.98,-0.004,0.022,28.8,0,0.156,1.3,1.57,0.058,0.071,0.011,0.021,48.658,40.096,28.881,29.398,0.081,0.95,0.08,0.042,0.004,0,-0.081,50.343,46.514,29.004,29.747,0.178,0.92,0.67,0.042,0.03,0.031,0,54.622,45.687,22.396,22.836,-0.129,-0.23,-2.27,-0.011,-0.103,-0.026,-0.156,44.581,46.813,29.68,30.276,-1004600,,,,,,,,,,
12/6/2022 1:13,0,12.98,-0.005,0.022,28.8,0,0.144,1.16,1.49,0.052,0.067,0.005,0.024,48.248,39.167,28.664,29.175,0.065,0.87,-0.05,0.039,-0.004,-0.003,-0.08,50.763,46.674,28.812,29.552,0.195,1.14,0.59,0.051,0.026,0.034,-0.007,54.422,43.837,22.295,22.749,-0.133,-0.31,-2.26,-0.015,-0.103,-0.03,-0.155,46.043,47.861,29.448,30.029,-1004600,,,,,,,,,,
12/6/2022 1:28,0,12.97,-0.003,0.022,28.8,0,0.136,1.03,1.49,0.046,0.067,0,0.024,47.565,39.418,28.446,28.954,0.053,0.67,0,0.03,0,-0.011,-0.08,50.581,47.162,28.622,29.358,0.103,0.51,0.41,0.023,0.019,0.012,-0.007,53.185,43.991,22.153,22.64,-0.127,-0.21,-2.26,-0.011,-0.102,-0.026,-0.155,45.306,47.538,29.191,29.773,-1004600,,,,,,,,,,
12/6/2022 1:43,0,12.97,-0.004,0.022,28.8,0,0.136,1.09,1.41,0.049,0.063,0.003,0.021,48.395,39.577,28.243,28.742,0.033,0.48,-0.05,0.021,-0.004,-0.017,-0.083,50.992,46.487,28.433,29.167,0.038,-0.05,0.41,-0.003,0.019,-0.009,-0.007,52.737,44.627,22.138,22.575,-0.17,-0.88,-2.35,-0.041,-0.107,-0.043,-0.159,44.17,48.221,28.964,29.533,-1004600,,,,,,,,,,
12/6/2022 1:58,0,12.96,-0.003,0.022,28.8,0,0.14,1.17,1.41,0.052,0.063,0.003,0.018,48.246,38.749,28.025,28.526,0.053,0.67,0,0.03,0,-0.011,-0.08,51.502,45.754,28.234,28.97,0.028,-0.13,0.41,-0.007,0.019,-0.013,-0.007,52.736,44.11,22.104,22.525,-0.132,-0.29,-2.26,-0.015,-0.102,-0.026,-0.158,45.808,47.521,28.713,29.281,-1004600,,,,,,,,,,
12/6/2022 2:13,0,12.95,-0.005,0.022,28.8,0,0.152,1.38,1.41,0.062,0.063,0.013,0.021,47.817,38.997,27.807,28.306,0.064,0.73,0.08,0.033,0.004,-0.008,-0.08,50.522,46.433,28.052,28.782,0.18,1.25,0.33,0.056,0.015,0.038,-0.013,54.688,43.841,21.939,22.433,-0.137,-0.31,-2.35,-0.015,-0.107,-0.029,-0.159,45.3,48.516,28.46,29.033,-1004600,,,,,,,,,,
12/6/2022 2:28,0,12.95,-0.004,0.022,28.8,0,0.141,1.13,1.47,0.051,0.067,0.008,0.018,47.11,39.688,27.604,28.092,0.065,0.87,-0.05,0.039,-0.004,-0.003,-0.083,50.887,47.056,27.869,28.596,0.129,0.73,0.41,0.033,0.019,0.019,-0.007,52.685,43.644,21.915,22.357,-0.13,-0.29,-2.23,-0.015,-0.101,-0.029,-0.154,46.025,48.153,28.235,28.787,-1004600,,,,,,,,,,
12/6/2022 2:43,0,12.94,-0.004,0.021,28.8,0,0.142,1.13,1.49,0.051,0.067,0.005,0.021,47.051,39.061,27.385,27.872,0.059,0.75,0,0.034,0,-0.006,-0.08,51.503,46.014,27.682,28.405,0.122,0.75,0.33,0.033,0.015,0.016,-0.01,53.237,43.785,21.796,22.279,-0.144,-0.45,-2.32,-0.022,-0.105,-0.032,-0.157,44.88,48.098,28.003,28.547,-1004600,,,,,,,,,,
12/6/2022 2:58,0,12.94,-0.004,0.022,28.8,0,0.131,0.98,1.44,0.044,0.064,0,0.021,47.631,39.638,27.185,27.662,0.055,0.75,-0.05,0.034,-0.004,-0.008,-0.083,51.456,46.382,27.507,28.219,0.111,0.43,0.57,0.02,0.026,0.009,-0.007,54.17,44.149,21.796,22.215,-0.136,-0.39,-2.24,-0.018,-0.102,-0.029,-0.154,45.973,48.206,27.752,28.298,-1004600,,,,,,,,,,
12/6/2022 3:13,0,12.94,-0.004,0.021,28.8,0,0.123,0.92,1.36,0.042,0.061,-0.005,0.016,47.74,39.744,26.976,27.453,0.05,0.68,-0.05,0.031,-0.004,-0.011,-0.08,51.67,46.439,27.325,28.035,0.121,0.59,0.49,0.026,0.022,0.016,-0.007,53.386,44.605,21.715,22.156,-0.135,-0.39,-2.23,-0.019,-0.101,-0.03,-0.153,45.206,46.764,27.51,28.047,-1004600,,,,,,,,,,
12/6/2022 3:28,0,12.93,-0.004,0.022,28.8,0,0.112,0.86,1.22,0.038,0.055,-0.005,0.016,47.534,38.969,26.754,27.237,0.025,0.54,-0.23,0.025,-0.011,-0.017,-0.09,50.013,46.337,27.121,27.841,0.095,0.51,0.33,0.023,0.015,0.016,-0.01,53.607,44.981,21.636,22.078,-0.137,-0.39,-2.26,-0.019,-0.103,-0.033,-0.155,44.909,48.129,27.261,27.797,-1004600,,,,,,,,,,
12/6/2022 3:43,0,12.92,-0.004,0.021,28.8,0,0.121,0.94,1.3,0.042,0.058,-0.005,0.019,48.043,39.635,26.541,27.022,0.021,0.55,-0.31,0.025,-0.015,-0.017,-0.098,50.277,45.77,26.891,27.634,-0.172,-1.43,-0.05,-0.065,-0.004,-0.054,-0.023,49.788,43.897,21.555,22.022,-0.177,-0.97,-2.38,-0.045,-0.108,-0.046,-0.161,44.49,48.127,26.999,27.546,-1004600,,,,,,,,,,
12/6/2022 3:58,0,12.91,-0.005,0.022,28.8,0,0.121,1,1.24,0.045,0.055,-0.003,0.016,48.211,40.061,26.285,26.788,0.033,0.48,-0.05,0.021,-0.004,-0.017,-0.085,50.643,45.981,26.665,27.411,0.185,1.35,0.27,0.061,0.012,0.041,-0.014,53.861,43.841,21.134,21.797,-0.13,-0.13,-2.4,-0.007,-0.109,-0.026,-0.161,44.496,48.132,26.691,27.266,-1004600,,,,,,,,,,
12/6/2022 4:13,0,12.91,-0.003,0.022,28.8,0,0.113,0.79,1.3,0.035,0.058,-0.008,0.016,47.272,38.603,26.031,26.544,0.033,0.48,-0.05,0.021,-0.004,-0.014,-0.084,51.194,45.963,26.483,27.221,0.153,0.78,0.59,0.035,0.027,0.021,-0.003,54.681,43.578,20.96,21.592,-0.124,-0.05,-2.38,-0.004,-0.108,-0.02,-0.157,45.525,47.655,26.373,26.965,-1004600,,,,,,,,,,
12/6/2022 4:28,0,12.9,-0.005,0.022,28.8,0,0.096,0.65,1.14,0.029,0.051,-0.011,0.013,47.324,39.485,25.821,26.32,0.015,0.41,-0.23,0.018,-0.011,-0.02,-0.084,50.948,47.115,26.317,27.042,0.094,0.43,0.41,0.019,0.019,0.009,-0.01,54.435,44.413,21.019,21.541,-0.137,-0.39,-2.26,-0.018,-0.103,-0.029,-0.155,45.222,47.612,26.181,26.724,-1004600,,,,,,,,,,
12/6/2022 4:43,0,12.9,-0.005,0.021,28.8,0,0.093,0.59,1.14,0.026,0.051,-0.016,0.013,47.375,39.383,25.62,26.108,0.022,0.41,-0.13,0.018,-0.007,-0.017,-0.084,51.037,46.378,26.146,26.862,0.021,-0.2,0.41,-0.01,0.019,-0.016,-0.007,52.298,44.346,21.036,21.519,-0.137,-0.39,-2.26,-0.018,-0.102,-0.029,-0.159,44.592,48.641,25.957,26.488,-1004600,,,,,,,,,,
12/6/2022 4:58,0,12.89,-0.004,0.021,28.8,0,0.097,0.59,1.22,0.026,0.055,-0.016,0.016,47.591,39.596,25.408,25.894,0.016,0.33,-0.13,0.015,-0.007,-0.02,-0.084,49.642,45.81,25.96,26.678,-0.004,-0.28,0.25,-0.013,0.011,-0.016,-0.013,52.516,44.148,20.959,21.454,-0.137,-0.39,-2.26,-0.018,-0.102,-0.026,-0.155,44.328,47.807,25.726,26.251,-1004600,,,,,,,,,,
12/6/2022 5:13,0,12.88,-0.005,0.022,28.8,0.04,0.089,0.65,1,0.029,0.045,-0.013,0.013,47.847,38.764,25.198,25.682,0.022,0.41,-0.13,0.018,-0.007,-0.022,-0.081,51.143,46.327,25.775,26.491,-0.031,-0.43,0.17,-0.02,0.008,-0.023,-0.017,52.416,44.203,20.871,21.382,-0.142,-0.39,-2.35,-0.018,-0.107,-0.033,-0.159,44.392,47.457,25.491,26.012,-1004600,,,,,,,,,,
12/6/2022 5:28,0,12.88,-0.004,0.021,28.8,10.36,0.105,0.86,1.08,0.038,0.048,-0.005,0.011,47.491,39.237,24.987,25.469,-0.005,0.14,-0.23,0.006,-0.011,-0.028,-0.088,50.626,46.38,25.591,26.305,0,0,0,0,0,-0.01,-0.024,52.006,44.31,20.692,21.282,-0.171,-0.72,-2.56,-0.034,-0.116,-0.04,-0.167,44.81,47.199,25.201,25.758,-1004600,,,,,,,,,,
12/6/2022 5:43,0,12.87,-0.003,0.022,28.8,12.91,0.094,0.67,1.08,0.03,0.048,-0.011,0.013,47.643,39.491,24.772,25.251,-0.028,0,-0.39,0,-0.019,-0.034,-0.094,51.516,45.611,25.388,26.114,0.172,1.25,0.25,0.056,0.012,0.035,-0.014,54.641,43.533,20.432,21.1,-0.137,-0.31,-2.35,-0.015,-0.107,-0.029,-0.159,45.161,47.705,24.915,25.473,-1004600,,,,,,,,,,
12/6/2022 5:58,0,12.87,-0.001,0.022,28.8,13.01,0.081,0.46,1.06,0.021,0.048,-0.019,0.013,48.413,38.343,24.583,25.045,0,0.21,-0.23,0.009,-0.011,-0.025,-0.087,50.881,45.807,25.213,25.925,-0.004,-0.28,0.25,-0.013,0.011,-0.019,-0.013,53.031,44.508,20.529,21.045,-0.135,-0.47,-2.13,-0.022,-0.097,-0.033,-0.15,45.737,47.139,24.737,25.239,-1004600,,,,,,,,,,
12/6/2022 6:13,8,12.86,0.017,0.022,28.8,13.69,0.109,0.73,1.3,0.033,0.058,-0.011,0.019,47.501,40.335,24.397,24.849,-0.001,0.27,-0.31,0.012,-0.015,-0.022,-0.087,50.433,47.585,25.055,25.75,-0.097,-0.78,-0.05,-0.036,-0.004,-0.037,-0.024,50.213,44.478,20.452,21.008,-0.19,-1.24,-2.34,-0.057,-0.106,-0.047,-0.158,44.39,48.44,24.53,25.019,-1004600,,,,,,,,,,
12/6/2022 6:28,8,12.9,0.047,0.022,28.8,16.2,0.095,0.67,1.09,0.03,0.049,-0.013,0.011,47.392,39.396,24.201,24.65,-0.011,0.14,-0.31,0.006,-0.015,-0.028,-0.087,51.162,46.501,24.9,25.578,0.148,1.05,0.25,0.047,0.012,0.025,-0.014,53.407,43.952,20.227,20.857,-0.134,-0.23,-2.38,-0.011,-0.108,-0.026,-0.161,46.044,48.589,24.254,24.769,-1004600,,,,,,,,,,
12/6/2022 6:43,8,13.15,0.058,0.022,28.8,17.18,0.167,1.49,1.57,0.067,0.071,0.015,0.023,48.731,39.491,24.057,24.466,0.213,2.25,0.46,0.101,0.021,0.051,-0.068,51.726,46.65,24.763,25.414,0.202,1.08,0.71,0.048,0.032,0.035,0,56.237,45.544,20.405,20.838,-0.117,-0.05,-2.24,-0.004,-0.102,-0.022,-0.153,45.68,48.224,24.109,24.555,-1004600,,,,,,,,,,
12/6/2022 6:58,8,13.4,0.074,0.022,28.8,17.04,0.255,2.62,2.03,0.118,0.091,0.056,0.034,49.089,40.11,23.959,24.315,0.486,4.74,1.49,0.213,0.067,0.143,-0.038,53.496,48.005,24.68,25.272,0.279,1.49,0.98,0.067,0.044,0.051,0.006,55.508,45.492,20.586,20.906,-0.109,0,-2.15,0,-0.098,-0.018,-0.15,45.455,47.688,23.98,24.376,-1004600,,,,,,,,,,
12/6/2022 7:13,8,13.62,0.083,0.021,28.8,17.75,0.35,3.69,2.65,0.166,0.119,0.092,0.045,50.225,40.571,23.863,24.176,0.672,6.4,2.22,0.288,0.1,0.208,-0.017,54.16,47.685,24.591,25.142,0.346,1.97,1.09,0.088,0.049,0.071,0.012,55.514,45.907,20.717,20.977,-0.072,0.49,-1.97,0.022,-0.09,-0.006,-0.145,48.106,48.417,23.875,24.22,-1004600,,,,,,,,,,
12/6/2022 7:28,8,13.69,0.081,0.021,28.8,19.18,0.375,4.01,2.79,0.18,0.125,0.101,0.049,50.06,40.666,23.776,24.045,0.802,7.66,2.63,0.344,0.118,0.243,-0.008,53.846,48.924,24.498,25.013,0.39,2.22,1.24,0.1,0.055,0.079,0.018,54.845,44.98,20.799,21.032,-0.042,0.92,-1.88,0.041,-0.085,0.003,-0.146,47.893,49.295,23.771,24.077,-1004600,,,,,,,,,,
12/6/2022 7:43,8,13.69,0.016,0.021,28.8,22.73,0.417,4.52,3.03,0.203,0.136,0.12,0.053,50.978,40.657,23.7,23.924,0.909,8.58,3.09,0.385,0.139,0.281,0.006,53.024,49.347,24.385,24.866,0.457,2.6,1.44,0.116,0.065,0.093,0.02,55.398,45.636,20.94,21.104,-0.022,1.27,-1.88,0.057,-0.085,0.011,-0.143,47.158,48.87,23.646,23.927,-1004600,,,,,,,,,,
12/6/2022 7:58,8,14.05,0.142,0.02,28.8,21.29,0.481,5.28,3.42,0.237,0.154,0.147,0.064,51.591,41.529,23.659,23.822,1.071,10.02,3.74,0.45,0.168,0.339,0.025,53.066,49.234,24.224,24.684,0.529,2.93,1.76,0.132,0.079,0.111,0.031,55.509,45.902,21.079,21.185,0.009,1.63,-1.65,0.074,-0.076,0.025,-0.139,48.291,48.757,23.53,23.778,-1004600,,,,,,,,,,
12/6/2022 8:13,8,13.72,0.081,0.021,28.8,18.75,0.483,5.28,3.47,0.237,0.156,0.151,0.064,50.015,41.771,23.633,23.747,1.063,9.97,3.68,0.448,0.165,0.341,0.025,52.343,48.925,24.073,24.503,0.567,3.22,1.81,0.145,0.081,0.122,0.029,55.461,46.679,21.201,21.269,0.022,1.84,-1.62,0.083,-0.074,0.026,-0.14,47.617,48.603,23.38,23.622,-1004600,,,,,,,,,,
12/6/2022 8:28,8,13.69,0.076,0.021,28.8,17.75,0.506,5.56,3.6,0.25,0.162,0.16,0.071,51.528,41.725,23.577,23.664,1.105,10.3,3.9,0.463,0.175,0.355,0.031,52.957,50.369,23.944,24.332,0.609,3.44,1.95,0.155,0.087,0.132,0.038,57.091,46.663,21.33,21.351,0.029,1.97,-1.62,0.088,-0.074,0.028,-0.14,47.869,48.752,23.206,23.447,-1004600,,,,,,,,,,
12/6/2022 8:43,8,13.83,0.126,0.02,28.8,20.87,0.565,6.18,4.04,0.278,0.181,0.185,0.082,51.2,41.558,23.55,23.595,1.259,11.67,4.52,0.524,0.203,0.408,0.053,51.865,49.536,23.855,24.194,0.733,4.07,2.43,0.183,0.109,0.158,0.049,56.155,48.208,21.512,21.459,0.064,2.49,-1.53,0.112,-0.07,0.045,-0.135,48.867,50.01,23.064,23.283,-1004600,,,,,,,,,,
12/6/2022 8:58,8,13.97,0.104,0.02,28.8,20.16,0.607,6.74,4.23,0.303,0.19,0.2,0.089,52.422,42.369,23.581,23.568,1.271,11.7,4.64,0.525,0.209,0.416,0.059,52.178,50.572,23.805,24.093,0.787,4.41,2.57,0.198,0.116,0.177,0.058,57.324,46.644,21.782,21.609,0.079,2.69,-1.46,0.121,-0.067,0.051,-0.134,48.942,49.823,22.976,23.149,-1004600,,,,,,,,,,
12/6/2022 9:13,8,13.9,0.113,0.021,28.8,19.18,0.637,7.07,4.45,0.317,0.2,0.215,0.093,51.884,42.508,23.653,23.585,1.342,12.32,4.95,0.553,0.222,0.446,0.075,52.735,51.959,23.864,24.059,0.883,5.04,2.77,0.226,0.125,0.199,0.067,58.756,47.922,22.151,21.828,0.09,2.73,-1.29,0.123,-0.059,0.056,-0.127,49.757,51.312,22.986,23.076,-1004600,,,,,,,,,,
12/6/2022 9:28,8,13.93,0.09,0.021,28.8,19.31,0.676,7.47,4.76,0.335,0.213,0.233,0.104,52.302,43.248,23.764,23.643,1.397,12.75,5.23,0.573,0.235,0.475,0.093,52.461,53.031,24.041,24.117,0.871,4.82,2.9,0.217,0.13,0.192,0.068,58.598,49.004,22.591,22.103,0.107,2.98,-1.24,0.134,-0.057,0.068,-0.124,50.937,51.403,23.076,23.079,-1004600,,,,,,,,,,
12/6/2022 9:43,8,14.41,0.143,0.02,28.8,21.29,0.727,8.12,5.03,0.365,0.226,0.256,0.112,52.212,43.412,23.921,23.748,1.461,13.35,5.45,0.6,0.245,0.498,0.1,52.255,53.394,24.261,24.244,1.059,6.12,3.25,0.275,0.146,0.237,0.08,56.432,47.404,22.91,22.371,0.11,3.04,-1.24,0.136,-0.057,0.077,-0.118,51.937,51.834,23.255,23.161,-1004600,,,,,,,,,,
12/6/2022 9:58,8,14.19,0.101,0.021,28.8,19.18,0.738,8.26,5.07,0.371,0.227,0.257,0.114,52.006,43.207,24.098,23.891,1.415,13,5.2,0.584,0.233,0.486,0.096,53.66,54.385,24.556,24.427,1.008,5.69,3.23,0.255,0.145,0.22,0.078,56.341,47.98,23.087,22.568,0.116,3.04,-1.13,0.137,-0.052,0.077,-0.109,51.543,53.509,23.583,23.353,-1004600,,,,,,,,,,
12/6/2022 10:13,1,14.42,0.121,0.02,28.8,23.19,0.804,8.97,5.56,0.403,0.25,0.289,0.127,52.584,43.784,24.279,24.052,1.445,13.03,5.58,0.585,0.251,0.5,0.117,52.144,52.867,24.996,24.718,1.23,7.01,3.88,0.315,0.175,0.276,0.093,58.796,48.79,23.299,22.72,0.139,3.3,-0.96,0.148,-0.044,0.089,-0.108,53.066,54.773,23.981,23.64,-1004600,,,,,,,,,,
12/6/2022 10:28,1,14.41,0.119,0.02,28.8,24.09,0.823,9.15,5.72,0.411,0.257,0.3,0.135,52.437,44.307,24.542,24.268,1.434,13.02,5.44,0.585,0.244,0.507,0.122,52.959,54.769,25.532,25.117,1.192,6.82,3.74,0.306,0.168,0.268,0.096,58.155,47.329,23.65,22.96,0.142,3.31,-0.93,0.149,-0.043,0.089,-0.102,52.93,54.221,24.438,24.001,-1004600,,,,,,,,,,
12/6/2022 10:43,1,14.42,0.118,0.02,28.8,23.35,0.812,9.05,5.63,0.406,0.253,0.293,0.135,52.557,43.761,24.834,24.521,1.479,13.51,5.52,0.607,0.248,0.518,0.12,52.549,54.773,26.046,25.57,1.17,6.5,3.87,0.292,0.174,0.256,0.095,55.698,47.753,23.853,23.151,0.149,3.38,-0.86,0.152,-0.04,0.09,-0.098,52.426,54.392,24.904,24.404,-1004600,,,,,,,,,,
12/6/2022 10:58,1,14.42,0.125,0.02,28.8,23.28,0.828,9.15,5.82,0.411,0.261,0.296,0.136,53.508,44.302,25.158,24.797,1.479,13.44,5.6,0.604,0.251,0.512,0.121,52.326,55.791,26.532,26.013,1.23,6.96,3.93,0.313,0.177,0.274,0.098,57.241,48.058,23.98,23.302,0.156,3.57,-0.93,0.16,-0.043,0.097,-0.103,54.059,54.629,25.368,24.819,-1004600,,,,,,,,,,
12/6/2022 11:13,1,14.42,0.129,0.019,28.8,23.53,0.864,9.56,6.06,0.429,0.272,0.317,0.147,53.198,45.648,25.509,25.101,1.546,13.92,5.99,0.625,0.269,0.535,0.136,51.509,54.457,26.979,26.441,1.247,6.91,4.14,0.31,0.186,0.281,0.105,58.129,50.34,24.442,23.554,0.152,3.36,-0.78,0.151,-0.036,0.09,-0.095,53.793,54.518,25.86,25.245,-1004600,,,,,,,,,,
12/6/2022 11:28,1,14.42,0.146,0.02,28.8,23.32,0.894,9.92,6.25,0.446,0.281,0.327,0.149,53.903,45.106,25.88,25.433,1.609,14.55,6.17,0.654,0.277,0.552,0.137,52.332,54.867,27.477,26.876,1.302,7.26,4.28,0.326,0.192,0.281,0.109,54.695,48.404,24.787,23.844,0.162,3.42,-0.66,0.154,-0.031,0.097,-0.092,52.701,53.838,26.385,25.703,-1004600,,,,,,,,,,
12/6/2022 11:43,1,14.42,0.16,0.02,28.8,23.11,0.881,9.77,6.17,0.438,0.277,0.329,0.151,53.065,45.666,26.279,25.791,1.546,13.92,5.99,0.625,0.269,0.536,0.139,51.747,53.971,27.85,27.272,1.448,8.45,4.36,0.38,0.196,0.32,0.107,54.311,48.997,24.787,23.991,0.156,3.33,-0.66,0.149,-0.031,0.093,-0.09,53.048,54.752,26.944,26.196,-1004600,,,,,,,,,,
12/6/2022 11:58,1,14.42,0.17,0.02,28.8,23.49,0.891,9.84,6.26,0.442,0.281,0.332,0.157,52.846,44.051,26.676,26.16,1.568,14.14,6.06,0.635,0.272,0.541,0.138,50.993,54.201,28.283,27.664,1.4,7.97,4.42,0.358,0.199,0.299,0.109,54.354,46.824,24.718,24.033,0.156,3.36,-0.7,0.151,-0.033,0.091,-0.089,53.356,56.145,27.508,26.716,-1004600,,,,,,,,,,
12/6/2022 12:13,1,14.42,0.182,0.019,28.8,23.35,0.868,9.59,6.1,0.43,0.274,0.32,0.149,53.21,45.088,27.053,26.522,1.547,14.01,5.9,0.629,0.265,0.531,0.129,51.285,54.337,28.587,28.025,1.346,7.55,4.38,0.339,0.197,0.286,0.109,53.587,47.14,24.645,24.026,0.158,3.36,-0.66,0.151,-0.03,0.091,-0.089,54.644,56.762,28.058,27.241,-1004600,,,,,,,,,,
12/6/2022 12:28,1,14.42,0.193,0.02,28.8,23.16,0.864,9.62,5.99,0.432,0.269,0.316,0.146,52.609,44.496,27.394,26.868,1.506,13.68,5.71,0.614,0.257,0.512,0.12,52.483,53.776,28.882,28.347,1.446,8.15,4.66,0.366,0.209,0.316,0.114,57.069,47.632,24.734,24.055,0.145,3.28,-0.83,0.147,-0.038,0.086,-0.099,52.391,54.507,28.559,27.746,-1004600,,,,,,,,,,
12/6/2022 12:43,1,14.42,0.194,0.019,28.8,23.19,0.898,9.96,6.28,0.447,0.282,0.329,0.154,52.968,44.852,27.723,27.199,1.572,14.22,6.02,0.639,0.271,0.539,0.13,51.921,55.129,29.172,28.66,1.332,7.39,4.42,0.332,0.199,0.288,0.109,54.696,47.58,24.901,24.166,0.173,3.52,-0.54,0.158,-0.025,0.093,-0.09,51.498,54.443,28.943,28.196,-1004600,,,,,,,,,,
12/6/2022 12:58,1,14.42,0.206,0.02,28.8,21.64,0.89,9.81,6.29,0.44,0.282,0.323,0.151,52.273,44.884,28.04,27.518,1.499,13.43,5.88,0.603,0.264,0.512,0.13,52.653,53.377,29.622,28.998,1.274,7.09,4.2,0.318,0.188,0.275,0.098,52.967,47.085,24.814,24.165,0.165,3.5,-0.69,0.157,-0.032,0.086,-0.096,52.728,54.847,29.255,28.578,-1004600,,,,,,,,,,
12/6/2022 13:13,1,14.42,0.212,0.019,28.8,22.58,0.916,10.19,6.36,0.458,0.286,0.33,0.151,53.889,45.103,28.343,27.819,1.536,13.92,5.85,0.625,0.263,0.511,0.122,52.44,54.25,29.936,29.319,1.441,8.18,4.58,0.367,0.206,0.311,0.111,55.487,48.523,24.787,24.15,0.175,3.63,-0.62,0.163,-0.029,0.091,-0.094,52.834,53.714,29.563,28.918,-1004600,,,,,,,,,,
12/6/2022 13:28,1,14.42,0.224,0.019,28.8,22.67,0.924,10.18,6.53,0.457,0.293,0.337,0.159,52.739,44.368,28.634,28.114,1.462,13.09,5.74,0.588,0.258,0.501,0.12,52.079,53.475,30.264,29.609,1.325,7.53,4.2,0.338,0.189,0.284,0.099,55.724,47.37,24.81,24.174,0.154,3.33,-0.7,0.15,-0.033,0.08,-0.101,50.545,54.163,29.819,29.224,-1004600,,,,,,,,,,
12/6/2022 13:43,8,14.32,0.188,0.02,28.8,21.71,0.901,9.96,6.34,0.447,0.285,0.326,0.154,52.97,44.76,28.889,28.386,1.383,12.52,5.28,0.562,0.237,0.476,0.113,52.58,54.545,30.662,29.966,1.313,6.83,4.84,0.307,0.217,0.278,0.125,60.591,51.163,25.968,24.512,0.161,3.47,-0.72,0.156,-0.034,0.084,-0.102,50.502,53.291,30.032,29.49,-1004600,,,,,,,,,,
