,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Digital,,,,,,,,,,
,Charge Status,Battery Voltage,Battery Charge Current,System Current (Average),Battery Temperature,Input Voltage,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,Digital,,,,,,,,,,
Date/Time,Raw,Volts (V),Amps (A),Amps (A),Celsius (°C),Volts (V),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Raw,,,,,,,,,,
25/11/21 18:20:11,Power down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/22 13:39:10,1,13.22,0.016,0.022,28.8,22.35,0.465,4.69,3.77,0.211,0.17,0.136,0.096,53.423,42.682,14.612,14.368,0.871,8.67,2.47,0.389,0.111,0.334,0.003,51.109,50.435,15.046,15.035,0.642,3.61,2.08,0.163,0.093,0.135,0.042,58.453,46.628,15.98,15.594,-0.012,1.4,-1.81,0.062,-0.083,0.017,-0.14,50.464,52.277,14.332,14.167,-1004600,,,,,,,,,,
16/04/22 13:54:10,1,13.21,0.017,0.021,28.8,24.58,0.418,4.14,3.49,0.186,0.156,0.116,0.089,52.49,42.581,14.757,14.502,0.797,8.07,2.12,0.362,0.096,0.306,-0.006,52.202,49.352,15.126,15.099,0.391,2.03,1.44,0.091,0.064,0.072,0.028,55.112,46.743,16.231,15.756,-0.046,0.87,-1.89,0.039,-0.086,0,-0.143,50.582,52.396,14.507,14.31,-1004600,,,,,,,,,,
16/04/22 14:09:11,1,13.21,0.016,0.021,28.8,23.92,0.482,4.84,3.93,0.217,0.177,0.14,0.102,52.86,42.638,14.838,14.604,0.864,8.56,2.5,0.384,0.113,0.332,0.008,52.777,51.69,15.234,15.175,0.527,2.89,1.79,0.129,0.081,0.105,0.036,56.301,45.452,16.361,15.891,0.006,1.59,-1.65,0.071,-0.075,0.022,-0.14,51.238,52.637,14.622,14.438,-1004600,,,,,,,,,,
16/04/22 14:24:11,1,13.21,0.017,0.021,28.8,24.85,0.716,7.29,5.72,0.328,0.257,0.233,0.16,53.774,43.712,14.944,14.709,1.172,11.18,3.87,0.502,0.173,0.451,0.061,51.363,51.829,15.425,15.306,0.877,4.72,3.06,0.212,0.138,0.177,0.07,55.353,46.004,16.389,15.957,0.072,2.52,-1.4,0.113,-0.064,0.054,-0.132,52.842,52.737,14.753,14.567,-1004600,,,,,,,,,,
16/04/22 14:39:11,1,13.21,0.02,0.021,28.8,22.62,0.877,8.99,6.96,0.403,0.313,0.306,0.206,52.936,44.793,15.157,14.88,1.311,12.37,4.47,0.555,0.201,0.508,0.089,50.424,54.464,15.768,15.554,1.06,5.55,3.87,0.249,0.174,0.232,0.104,60.644,49.794,16.645,16.067,0.133,3.36,-1.15,0.151,-0.052,0.092,-0.114,53.46,54.186,15.112,14.79,-1004600,,,,,,,,,,
16/04/22 14:54:10,1,13.21,0.02,0.02,28.8,24.94,0.638,6.47,5.14,0.291,0.231,0.204,0.146,52.694,44.291,15.373,15.084,1.11,10.89,3.33,0.489,0.149,0.425,0.044,50.903,52.043,15.986,15.801,0.704,3.76,2.49,0.169,0.112,0.141,0.061,55.933,47.822,17.021,16.34,0.011,1.71,-1.7,0.077,-0.077,0.028,-0.138,51.444,53.258,15.332,15.033,-1004600,,,,,,,,,,
16/04/22 15:09:10,1,13.21,0.019,0.021,28.8,23.19,0.895,9.07,7.21,0.407,0.324,0.309,0.209,55.2,44.574,15.576,15.271,1.337,12.67,4.5,0.569,0.202,0.509,0.081,51.213,53.18,16.175,15.993,1.099,5.93,3.82,0.266,0.172,0.231,0.097,57.567,48.375,17.182,16.501,0.144,3.49,-1.08,0.156,-0.05,0.095,-0.118,55.337,55.649,15.522,15.218,-1004600,,,,,,,,,,
16/04/22 15:24:11,1,13.21,0.025,0.021,28.8,23.39,0.776,7.91,6.2,0.355,0.278,0.257,0.179,53.284,43.898,15.923,15.558,1.316,12.56,4.33,0.564,0.194,0.497,0.082,51.582,53.809,16.565,16.314,0.952,5.15,3.3,0.231,0.148,0.196,0.081,56.961,47.355,17.413,16.687,0.057,2.31,-1.46,0.104,-0.067,0.044,-0.129,52.061,52.216,15.834,15.488,-1004600,,,,,,,,,,
16/04/22 15:39:10,8,13.17,0.016,0.02,28.8,22.6,0.669,6.82,5.36,0.306,0.24,0.22,0.156,52.852,44.603,16.11,15.774,1.118,10.89,3.44,0.489,0.155,0.434,0.048,51.36,52.241,16.812,16.568,0.807,4.6,2.55,0.206,0.114,0.172,0.06,55.704,46.926,17.522,16.849,-0.006,1.51,-1.81,0.067,-0.083,0.02,-0.141,50.846,51.417,15.958,15.68,-1004600,,,,,,,,,,
16/04/22 15:54:11,1,13.21,0.026,0.02,28.8,21.38,0.687,7.01,5.49,0.315,0.246,0.21,0.149,53.571,43.664,16.234,15.932,1.096,10.64,3.41,0.478,0.153,0.402,0.04,51.09,50.728,16.953,16.744,0.823,4.61,2.68,0.207,0.12,0.156,0.058,55.691,45.934,17.408,16.889,0.042,2.16,-1.59,0.097,-0.072,0.036,-0.137,51.413,51.569,16.05,15.816,-1004600,,,,,,,,,,
16/04/22 16:09:10,1,13.21,0.025,0.02,28.8,23.42,0.757,7.75,6.01,0.348,0.27,0.249,0.17,53.634,44.658,16.348,16.072,1.158,11.07,3.79,0.497,0.17,0.442,0.053,51.302,51.199,17.088,16.885,0.948,5.23,3.17,0.235,0.142,0.194,0.072,55.292,47.084,17.315,16.864,0.067,2.52,-1.51,0.114,-0.069,0.053,-0.134,51.464,51.774,16.127,15.931,-1004600,,,,,,,,,,
16/04/22 16:24:11,1,13.21,0.025,0.02,28.8,21.27,0.762,7.75,6.1,0.348,0.274,0.256,0.174,53.892,44.502,16.551,16.251,1.183,11.22,3.96,0.504,0.178,0.451,0.061,51.663,51.974,17.37,17.105,0.942,5.17,3.19,0.232,0.143,0.19,0.075,54.277,46.166,17.298,16.872,0.034,2.08,-1.65,0.093,-0.076,0.042,-0.137,50.728,52.128,16.271,16.069,-1004600,,,,,,,,,,
16/04/22 16:39:11,1,13.21,0.027,0.02,28.8,22.19,0.71,7.31,5.6,0.328,0.252,0.234,0.159,53.737,44.088,16.794,16.464,1.112,10.67,3.6,0.479,0.162,0.433,0.053,52.18,53.32,17.671,17.342,0.881,4.82,3,0.217,0.134,0.177,0.07,55.561,45.958,17.166,16.831,0.017,1.85,-1.73,0.083,-0.079,0.033,-0.137,51.865,53.16,16.451,16.219,-1004600,,,,,,,,,,
16/04/22 16:54:11,1,13.21,0.027,0.021,28.8,22.32,0.672,6.86,5.36,0.308,0.241,0.212,0.147,52.806,43.986,16.93,16.624,1.097,10.68,3.38,0.48,0.152,0.417,0.042,50.776,51.915,17.919,17.574,0.895,4.88,3.06,0.219,0.137,0.174,0.07,55.5,45.48,17.037,16.773,0.003,1.55,-1.67,0.07,-0.076,0.023,-0.138,51.393,51.861,16.59,16.368,-1004600,,,,,,,,,,
16/04/22 17:09:11,1,13.21,0.027,0.021,28.8,21.12,0.64,6.48,5.17,0.292,0.232,0.204,0.141,52.657,42.59,17.003,16.735,1.058,10.42,3.14,0.468,0.141,0.396,0.026,50.419,50.575,17.918,17.692,0.86,4.69,2.93,0.211,0.132,0.169,0.067,54.262,45.895,16.912,16.705,-0.015,1.32,-1.78,0.059,-0.081,0.011,-0.14,50.279,51.42,16.668,16.482,-1004600,,,,,,,,,,
16/04/22 17:24:11,1,13.21,0.031,0.022,28.8,20.85,0.568,5.74,4.6,0.258,0.207,0.168,0.122,53.149,42.829,17.062,16.821,0.942,9.38,2.66,0.421,0.119,0.354,0.009,50.843,50.17,17.885,17.744,0.781,4.22,2.71,0.189,0.122,0.149,0.058,55.306,46.369,16.813,16.641,-0.051,0.84,-1.96,0.038,-0.089,-0.006,-0.144,49.761,51.472,16.695,16.557,-1004600,,,,,,,,,,
16/04/22 17:39:11,1,13.21,0.041,0.021,28.8,19.31,0.517,5.2,4.22,0.233,0.189,0.152,0.113,52.237,42.171,17.09,16.884,0.846,8.39,2.44,0.376,0.11,0.317,0.006,50.829,50.31,17.882,17.778,0.691,3.65,2.49,0.164,0.112,0.131,0.052,54.988,45.642,16.729,16.584,-0.083,0.43,-2.13,0.019,-0.097,-0.012,-0.152,49.439,51.563,16.707,16.61,-1004600,,,,,,,,,,
16/04/22 17:54:10,8,13.2,0.042,0.021,28.8,16.91,0.472,4.74,3.85,0.213,0.173,0.131,0.096,52.303,41.819,17.104,16.925,0.78,7.8,2.17,0.35,0.098,0.288,-0.009,51.449,48.601,17.882,17.812,0.568,3.06,1.98,0.137,0.089,0.111,0.041,55.042,44.454,16.647,16.533,-0.096,0.14,-2.05,0.006,-0.093,-0.023,-0.152,47.741,50.541,16.712,16.648,-1004600,,,,,,,,,,
16/04/22 18:09:11,8,13.18,0.036,0.022,28.8,15.64,0.375,3.68,3.15,0.165,0.142,0.097,0.077,49.723,41.73,17.1,16.947,0.648,6.45,1.84,0.29,0.082,0.238,-0.024,52.116,49.528,17.841,17.813,0.421,2.2,1.54,0.099,0.069,0.072,0.026,55.417,45.395,16.567,16.481,-0.109,0,-2.15,0,-0.097,-0.026,-0.156,49.128,50.528,16.708,16.674,-1004600,,,,,,,,,,
16/04/22 18:24:10,8,13.16,0.017,0.021,28.8,19.04,0.308,2.85,2.79,0.128,0.125,0.068,0.07,51.281,41.467,17.067,16.945,0.543,5.6,1.33,0.251,0.06,0.202,-0.036,51.25,48.506,17.775,17.792,0.308,1.57,1.17,0.07,0.053,0.047,0.015,54.388,44.108,16.48,16.428,-0.116,-0.05,-2.23,-0.003,-0.101,-0.029,-0.156,47.678,50.218,16.695,16.69,-1004600,,,,,,,,,,
16/04/22 18:39:10,8,13.13,0.023,0.022,28.8,15.35,0.236,2.09,2.24,0.094,0.1,0.043,0.048,49.358,40.688,17.008,16.921,0.406,4.34,0.82,0.195,0.037,0.147,-0.051,51.713,47.466,17.671,17.737,0.179,0.79,0.81,0.035,0.036,0.014,0.003,54.34,45.298,16.388,16.373,-0.118,-0.12,-2.18,-0.007,-0.099,-0.033,-0.154,48.436,51.393,16.666,16.693,-1004600,,,,,,,,,,
16/04/22 18:54:10,8,13.13,0.019,0.021,28.8,14.09,0.17,1.41,1.71,0.064,0.077,0.013,0.035,49.881,40.64,16.935,16.879,0.277,3,0.52,0.134,0.024,0.095,-0.063,51.875,47.783,17.552,17.657,0.118,0.4,0.67,0.018,0.03,0,0.003,54.39,44.781,16.297,16.31,-0.135,-0.26,-2.35,-0.013,-0.107,-0.036,-0.161,47.383,50.753,16.626,16.683,-1004600,,,,,,,,,,
16/04/22 19:09:10,8,13.12,0.017,0.022,28.8,13.95,0.146,1.11,1.59,0.05,0.071,0.005,0.03,49.262,40.59,16.848,16.824,0.208,2.41,0.22,0.108,0.01,0.071,-0.073,51.311,47.738,17.416,17.562,0.056,0.06,0.44,0.003,0.02,-0.011,-0.003,53.384,44.182,16.179,16.239,-0.139,-0.4,-2.27,-0.019,-0.103,-0.039,-0.158,48.519,50.905,16.578,16.661,-1004600,,,,,,,,,,
16/04/22 19:24:11,0,13.12,-0.003,0.021,28.8,13.2,0.121,0.79,1.46,0.036,0.065,-0.005,0.028,48.392,40.966,16.759,16.762,0.188,2.22,0.16,0.099,0.007,0.063,-0.076,51.768,48.352,17.28,17.461,0.069,0.25,0.36,0.012,0.017,-0.006,-0.006,54.356,43.761,16.058,16.154,-0.135,-0.26,-2.37,-0.013,-0.107,-0.039,-0.162,47.639,49.608,16.527,16.633,-1004600,,,,,,,,,,
16/04/22 19:39:10,0,13.11,-0.004,0.022,28.8,12.56,0.097,0.55,1.27,0.025,0.057,-0.013,0.023,49.123,40.446,16.676,16.701,0.143,1.73,0.08,0.078,0.003,0.045,-0.079,50.436,48.001,17.158,17.364,-0.051,-0.58,0.14,-0.027,0.007,-0.037,-0.015,52.758,43.971,15.968,16.084,-0.153,-0.64,-2.29,-0.03,-0.104,-0.045,-0.159,47.446,49.677,16.473,16.598,-1004600,,,,,,,,,,
16/04/22 19:54:10,0,13.11,-0.003,0.021,28.8,5.28,0.09,0.49,1.2,0.022,0.054,-0.015,0.02,47.754,40.33,16.569,16.625,0.121,1.52,0,0.069,0,0.032,-0.076,51.37,46.966,17.022,17.254,-0.028,-0.45,0.22,-0.021,0.01,-0.034,-0.012,53.226,44.697,15.802,15.974,-0.149,-0.48,-2.38,-0.023,-0.108,-0.042,-0.163,47.03,50.246,16.383,16.542,-1004600,,,,,,,,,,
16/04/22 20:09:10,0,13.1,-0.005,0.02,28.8,0,0.097,0.55,1.27,0.025,0.057,-0.015,0.018,49.754,40.09,16.467,16.546,0.122,1.66,-0.13,0.075,-0.007,0.037,-0.086,51.622,45.872,16.862,17.141,0.031,0.06,0.22,0.003,0.01,-0.014,-0.009,53.484,44.283,15.679,15.874,-0.127,-0.26,-2.21,-0.013,-0.101,-0.036,-0.156,47.605,49.99,16.301,16.479,-1004600,,,,,,,,,,
16/04/22 20:24:10,0,13.1,-0.004,0.022,28.8,0,0.079,0.36,1.13,0.017,0.051,-0.02,0.015,49.269,40.596,16.38,16.471,0.101,1.4,-0.13,0.063,-0.007,0.032,-0.079,52.148,46.243,16.738,17.025,0.01,-0.04,0.14,-0.003,0.007,-0.02,-0.012,54.418,42.994,15.573,15.787,-0.14,-0.4,-2.29,-0.02,-0.104,-0.039,-0.159,46.258,49.733,16.226,16.415,-1004600,,,,,,,,,,
16/04/22 20:39:10,0,13.09,-0.004,0.021,28.8,0,0.077,0.32,1.14,0.014,0.051,-0.02,0.015,48.766,40.353,16.281,16.393,0.101,1.33,-0.05,0.06,-0.003,0.027,-0.083,51.269,48.108,16.589,16.911,0.024,0,0.22,0,0.01,-0.017,-0.012,52.958,44.328,15.426,15.679,-0.145,-0.42,-2.38,-0.02,-0.109,-0.039,-0.163,47.612,49.428,16.137,16.345,-1004600,,,,,,,,,,
16/04/22 20:54:10,0,13.09,-0.004,0.021,28.8,0,0.062,0.19,1,0.008,0.045,-0.026,0.013,49.138,40.304,16.183,16.311,0.051,0.92,-0.29,0.041,-0.014,0.011,-0.089,49.934,46.359,16.432,16.793,-0.065,-0.64,0.08,-0.03,0.003,-0.04,-0.015,54.073,44.456,15.34,15.591,-0.141,-0.42,-2.3,-0.02,-0.105,-0.039,-0.159,47.306,50.107,16.053,16.269,-1004600,,,,,,,,,,
16/04/22 21:09:10,0,13.08,-0.003,0.022,28.8,0,0.059,0.19,0.94,0.008,0.042,-0.028,0.013,48.816,41.075,16.084,16.226,0.11,1.38,0,0.062,0,0.029,-0.08,51.014,47.026,16.25,16.635,-0.122,-1.13,0.08,-0.052,0.003,-0.055,-0.015,51.469,44.178,15.209,15.494,-0.161,-0.62,-2.46,-0.03,-0.112,-0.045,-0.166,45.901,49.949,15.958,16.187,-1004600,,,,,,,,,,
16/04/22 21:24:10,0,13.08,-0.003,0.02,28.8,0,0.052,0.06,0.94,0.003,0.042,-0.031,0.01,49.152,40.315,15.97,16.131,0.066,0.89,-0.05,0.04,-0.003,0.011,-0.08,51.212,46.55,16.187,16.546,0.025,0.06,0.16,0.003,0.007,-0.014,-0.015,53.908,44.293,14.969,15.341,-0.15,-0.48,-2.4,-0.023,-0.109,-0.045,-0.164,46.786,50.42,15.845,16.091,-1004600,,,,,,,,,,
16/04/22 21:39:10,0,13.07,-0.005,0.022,28.8,0,0.059,0.13,1,0.006,0.045,-0.028,0.01,48.887,39.896,15.862,16.035,0.076,1.01,-0.05,0.046,-0.003,0.013,-0.08,50.653,47.907,16.077,16.447,-0.027,-0.37,0.14,-0.018,0.007,-0.031,-0.015,54.358,43.659,14.95,15.257,-0.15,-0.48,-2.4,-0.023,-0.109,-0.042,-0.164,47.194,49.736,15.762,16.004,-1004600,,,,,,,,,,
16/04/22 21:54:10,0,13.06,-0.005,0.022,28.8,0,0.052,0.06,0.94,0.003,0.042,-0.031,0.008,48.319,39.642,15.757,15.939,0.055,0.82,-0.13,0.037,-0.007,0.008,-0.083,50.801,47.642,15.959,16.342,-0.067,-0.72,0.14,-0.033,0.007,-0.04,-0.015,53.284,43.926,14.902,15.193,-0.147,-0.5,-2.34,-0.023,-0.106,-0.042,-0.164,48.143,50.113,15.656,15.908,-1004600,,,,,,,,,,
16/04/22 22:09:10,0,13.06,-0.003,0.021,28.8,0,0.032,-0.1,0.75,-0.006,0.033,-0.036,0.005,48.06,40.469,15.641,15.836,0.009,0.44,-0.35,0.02,-0.017,-0.008,-0.089,51.589,46.513,15.846,16.235,-0.034,-0.37,0.08,-0.018,0.003,-0.031,-0.015,54.929,44.073,14.754,15.085,-0.156,-0.64,-2.34,-0.03,-0.106,-0.045,-0.165,47.252,50.312,15.551,15.807,-1004600,,,,,,,,,,
16/04/22 22:24:10,0,13.05,-0.004,0.021,28.8,0,0.024,-0.23,0.73,-0.011,0.033,-0.041,0.005,48.832,40.83,15.554,15.741,0,0.25,-0.28,0.011,-0.014,-0.013,-0.085,51.682,46.606,15.774,16.142,-0.063,-0.62,0.08,-0.029,0.003,-0.039,-0.018,54.426,43.724,14.777,15.038,-0.167,-0.7,-2.49,-0.033,-0.113,-0.048,-0.164,46.777,50.667,15.463,15.708,-1004600,,,,,,,,,,
16/04/22 22:39:10,0,13.05,-0.004,0.021,28.8,0,0.017,-0.23,0.6,-0.011,0.027,-0.041,0.005,48.767,39.937,15.489,15.663,-0.011,0.25,-0.43,0.011,-0.021,-0.016,-0.092,51.471,46.811,15.716,16.066,-0.079,-0.69,0,-0.032,0,-0.037,-0.015,54.524,44.235,14.8,15.017,-0.168,-0.72,-2.49,-0.033,-0.113,-0.048,-0.164,47.202,49.848,15.385,15.617,-1004600,,,,,,,,,,
16/04/22 22:54:10,0,13.04,-0.004,0.021,28.8,0,0.025,-0.23,0.75,-0.011,0.033,-0.041,0.003,48.969,40.71,15.422,15.589,-0.006,0.25,-0.35,0.011,-0.017,-0.013,-0.092,51.425,46.764,15.653,15.992,-0.103,-0.83,-0.05,-0.039,-0.003,-0.049,-0.021,54.317,44.286,14.777,14.994,-0.168,-0.72,-2.49,-0.033,-0.113,-0.048,-0.168,47.101,48.397,15.303,15.528,-1004600,,,,,,,,,,
16/04/22 23:09:10,0,13.04,-0.004,0.022,28.8,0,0.017,-0.23,0.6,-0.011,0.027,-0.041,0,49.556,39.735,15.35,15.514,0,0.32,-0.35,0.014,-0.017,-0.013,-0.089,52.054,46.978,15.586,15.92,-0.086,-0.69,-0.05,-0.032,-0.003,-0.039,-0.018,54.039,45.254,14.75,14.952,-0.16,-0.64,-2.43,-0.03,-0.11,-0.046,-0.165,47.256,48.812,15.216,15.437,-1004600,,,,,,,,,,
16/04/22 23:24:10,0,13.03,-0.004,0.022,28.8,0,0.017,-0.29,0.67,-0.014,0.03,-0.044,0.003,48.514,39.679,15.286,15.441,-0.016,0.19,-0.43,0.008,-0.021,-0.016,-0.092,51.689,46.767,15.521,15.848,-0.073,-0.7,0.08,-0.033,0.003,-0.045,-0.018,54.408,43.811,14.735,14.924,-0.16,-0.64,-2.42,-0.03,-0.11,-0.049,-0.165,46.27,48.811,15.132,15.345,-1004600,,,,,,,,,,
16/04/22 23:39:10,0,13.03,-0.003,0.021,28.8,0,0.01,-0.35,0.6,-0.017,0.027,-0.046,0,48.665,40.665,15.222,15.371,-0.021,0.13,-0.43,0.006,-0.021,-0.019,-0.092,51.646,48.071,15.452,15.776,-0.103,-0.83,-0.05,-0.039,-0.003,-0.045,-0.018,54.63,43.775,14.726,14.9,-0.165,-0.72,-2.43,-0.033,-0.11,-0.049,-0.162,47.874,50.262,15.05,15.255,-1004600,,,,,,,,,,
16/04/22 23:54:11,0,13.02,-0.003,0.022,28.8,0,0.017,-0.23,0.6,-0.011,0.027,-0.044,0.003,49.291,39.626,15.15,15.298,-0.027,0.13,-0.51,0.006,-0.024,-0.019,-0.095,51.241,46.317,15.369,15.698,-0.095,-0.77,-0.05,-0.036,-0.003,-0.043,-0.018,54.755,44.164,14.711,14.875,-0.164,-0.64,-2.51,-0.03,-0.114,-0.046,-0.169,46.63,49.171,14.959,15.164,-1004600,,,,,,,,,,
17/04/22 00:09:10,0,13.02,-0.004,0.021,28.8,0,0.01,-0.35,0.6,-0.017,0.027,-0.046,0.003,48.415,40.568,15.074,15.222,-0.027,0.13,-0.51,0.006,-0.024,-0.019,-0.092,51.809,47.145,15.277,15.614,-0.095,-0.77,-0.05,-0.036,-0.003,-0.046,-0.018,54.035,44.27,14.682,14.846,-0.169,-0.72,-2.51,-0.033,-0.114,-0.049,-0.165,46.794,50.427,14.862,15.068,-1004600,,,,,,,,,,
17/04/22 00:24:10,0,13.02,-0.003,0.021,28.8,0,0.003,-0.48,0.6,-0.022,0.027,-0.049,0,49.344,39.94,14.996,15.144,-0.022,0.19,-0.51,0.009,-0.024,-0.019,-0.092,50.915,47.339,15.178,15.527,-0.098,-0.85,0,-0.039,0,-0.049,-0.018,53.984,44.114,14.647,14.812,-0.16,-0.64,-2.43,-0.03,-0.111,-0.046,-0.162,47.041,49.169,14.768,14.973,-1004600,,,,,,,,,,
17/04/22 00:39:11,0,13.01,-0.004,0.021,28.8,0,0.003,-0.42,0.54,-0.02,0.024,-0.049,0,48.41,40.252,14.919,15.065,-0.047,-0.04,-0.59,-0.003,-0.028,-0.027,-0.095,52.159,46.666,15.091,15.442,-0.144,-1.05,-0.2,-0.048,-0.01,-0.055,-0.021,53.844,44.643,14.599,14.773,-0.16,-0.64,-2.43,-0.03,-0.111,-0.046,-0.166,47.557,50.618,14.678,14.88,-1004600,,,,,,,,,,
17/04/22 00:54:10,0,13,-0.004,0.021,28.8,0,0,-0.48,0.54,-0.022,0.024,-0.049,0,49.127,40.711,14.841,14.986,-0.026,0.06,-0.43,0.003,-0.021,-0.019,-0.089,51.018,46.77,15.032,15.364,-0.095,-0.77,-0.05,-0.036,-0.003,-0.046,-0.021,53.427,43.812,14.504,14.707,-0.169,-0.8,-2.43,-0.037,-0.111,-0.052,-0.166,46.802,49.034,14.598,14.792,-1004600,,,,,,,,,,
17/04/22 01:09:11,0,13,-0.004,0.022,28.8,0,0,-0.42,0.48,-0.02,0.021,-0.049,-0.003,48.457,40.871,14.768,14.91,-0.032,0.06,-0.51,0.003,-0.024,-0.021,-0.092,50.51,46.261,14.965,15.292,-0.103,-0.83,-0.05,-0.039,-0.003,-0.049,-0.018,53.788,43.762,14.49,14.666,-0.165,-0.64,-2.53,-0.03,-0.115,-0.046,-0.17,47.984,48.97,14.505,14.7,-1004600,,,,,,,,,,
17/04/22 01:24:10,0,13,-0.004,0.021,28.8,0,0.003,-0.42,0.54,-0.02,0.024,-0.049,-0.003,48.354,40.354,14.697,14.835,-0.032,0.06,-0.51,0.003,-0.024,-0.019,-0.092,51.09,47.669,14.898,15.221,-0.12,-0.91,-0.13,-0.042,-0.007,-0.052,-0.021,54.225,44.196,14.473,14.637,-0.166,-0.72,-2.45,-0.033,-0.111,-0.049,-0.167,46.791,50.008,14.422,14.611,-1004600,,,,,,,,,,
17/04/22 01:39:10,0,12.99,-0.003,0.022,28.8,0,-0.003,-0.48,0.48,-0.023,0.021,-0.049,-0.005,47.893,40.307,14.629,14.763,-0.046,-0.1,-0.51,-0.006,-0.024,-0.03,-0.092,51.58,46.917,14.838,15.154,-0.12,-0.91,-0.13,-0.042,-0.007,-0.052,-0.024,53.273,43.918,14.441,14.605,-0.174,-0.8,-2.53,-0.037,-0.115,-0.049,-0.167,47.211,48.769,14.345,14.527,-1004600,,,,,,,,,,
17/04/22 01:54:10,0,12.98,-0.004,0.021,28.8,0,-0.007,-0.54,0.48,-0.025,0.021,-0.052,-0.003,48.261,40.258,14.555,14.688,-0.032,0.06,-0.51,0.003,-0.024,-0.024,-0.093,51.326,47.338,14.767,15.082,-0.113,-0.85,-0.13,-0.039,-0.007,-0.049,-0.021,53.857,44.086,14.409,14.569,-0.17,-0.72,-2.53,-0.034,-0.115,-0.049,-0.167,47.671,50.319,14.256,14.439,-1004600,,,,,,,,,,
17/04/22 02:09:11,0,12.98,-0.004,0.022,28.8,0,0,-0.48,0.54,-0.023,0.024,-0.049,-0.003,48.301,40.147,14.482,14.613,-0.052,-0.1,-0.59,-0.006,-0.028,-0.03,-0.096,51.066,47.231,14.693,15.008,-0.106,-0.78,-0.13,-0.036,-0.007,-0.046,-0.021,53.741,44.128,14.363,14.53,-0.18,-0.88,-2.54,-0.04,-0.115,-0.052,-0.17,47.103,49.232,14.171,14.352,-1004600,,,,,,,,,,
17/04/22 02:24:10,0,12.97,-0.003,0.021,28.8,0,0,-0.42,0.48,-0.02,0.021,-0.047,-0.003,47.836,40.252,14.408,14.538,-0.043,0,-0.59,0,-0.028,-0.022,-0.096,51.217,46.556,14.615,14.933,-0.13,-0.99,-0.13,-0.045,-0.007,-0.052,-0.021,54.366,44.337,14.323,14.493,-0.162,-0.72,-2.37,-0.034,-0.107,-0.049,-0.163,47.15,49.693,14.084,14.264,-1004600,,,,,,,,,,
17/04/22 02:39:10,0,12.97,-0.004,0.021,28.8,0,-0.003,-0.48,0.48,-0.023,0.021,-0.05,-0.003,47.996,40.567,14.327,14.461,-0.047,-0.04,-0.59,-0.003,-0.028,-0.027,-0.096,51.109,47.431,14.533,14.857,-0.083,-0.66,-0.05,-0.03,-0.003,-0.041,-0.018,54.462,43.607,14.209,14.424,-0.162,-0.72,-2.37,-0.034,-0.108,-0.049,-0.164,47.571,50.113,13.996,14.177,-1004600,,,,,,,,,,
